ElectricStorage.size_kw,ElectricStorage.size_kwh,ElectricStorage.initial_capital_cost,ElectricUtility.lifecycle_emissions_tonnes_PM25,ElectricUtility.lifecycle_emissions_tonnes_SO2,ElectricUtility.lifecycle_emissions_tonnes_NOx,ElectricUtility.lifecycle_emissions_tonnes_CO2,ElectricTariff.lifecycle_fixed_cost_after_tax,ElectricTariff.lifecycle_energy_cost_after_tax,Site.total_renewable_energy_fraction,Site.annual_emissions_tonnes_PM25,PV.size_kw,PV.annual_energy_produced_kwh,PV.lcoe_per_kwh,PV.lifecycle_om_cost_after_tax,Financial.lcc,Financial.lifecycle_om_costs_after_tax,Financial.lifecycle_capital_costs_plus_om_after_tax,Financial.lifecycle_emissions_cost_health,Financial.lifecycle_outage_cost,Financial.initial_capital_costs_after_incentives,Financial.lifecycle_storage_capital_costs,Financial.lifecycle_om_costs_before_tax,Financial.lifecycle_emissions_cost_climate,Financial.lifecycle_fuel_costs_after_tax,Financial.lifecycle_capital_costs,Financial.replacements_future_cost_after_tax,Financial.developer_om_and_replacement_present_cost_after_tax
126.21,174.08,131213.5,2.05,21.98,21.98,32334.55,50593.04,1459009.5,0.194933,0.1,408.305,516949.08,0.0906,205855.0,3517737.524,205855.0803,572059.8563,58.33,0.0,330190.6334,132150.734,257318.8504,1084600.19,0.0,366204.7759,98093.455,241869.2228
102.1,140.82,106145.0,1.66,17.79,17.79,26158.0,50593.04,1180309.38,0.194933,0.08,330.3105,418200.82,0.0906,166533.0,2855443.2843,166532.6251,462784.9329,47.19,0.0,267117.59,106907.2893,208165.7813,877419.76,0.0,296252.3079,79355.6347,195667.3429
126.26,174.15,131266.0,2.06,21.99,21.99,32347.28,50593.04,1459584.14,0.194933,0.1,408.4658,517152.25,0.0906,205936.0,3519103.0791,205936.1576,572285.1654,58.35,0.0,330320.6809,132202.7823,257420.197,1085027.36,0.0,366349.0078,98132.0897,241964.4844
126.31,174.21,131313.5,2.06,22.0,22.0,32360.02,50593.04,1460158.78,0.194933,0.1,408.6266,517356.35,0.0906,206017.0,3520468.6343,206017.2348,572510.4745,58.38,0.0,330450.7284,132254.8306,257521.5435,1085454.54,0.0,366493.2397,98170.7243,242059.7461
126.36,174.28,131366.0,2.06,22.01,22.01,32372.75,50593.04,1460733.42,0.194933,0.1,408.7874,517559.52,0.0906,206098.0,3521834.1894,206098.312,572735.7836,58.4,0.0,330580.776,132306.879,257622.89,1085881.71,0.0,366637.4716,98209.359,242155.0077
126.41,174.35,131418.5,2.06,22.02,22.02,32385.49,50593.04,1461308.06,0.194933,0.1,408.9482,517763.62,0.0906,206179.0,3523199.7445,206179.3892,572961.0927,58.42,0.0,330710.8235,132358.9273,257724.2366,1086308.89,0.0,366781.7035,98247.9937,242250.2693
126.46,174.42,131471.0,2.06,22.03,22.03,32398.22,50593.04,1461882.7,0.194933,0.1,409.109,517966.79,0.0906,206260.0,3524565.2997,206260.4665,573186.4019,58.44,0.0,330840.871,132410.9757,257825.5831,1086736.07,0.0,366925.9354,98286.6284,242345.5309
126.51,174.49,131523.5,2.06,22.04,22.04,32410.96,50593.04,1462457.34,0.194933,0.1,409.2698,518169.95,0.0906,206342.0,3525930.8548,206341.5437,573411.711,58.47,0.0,330970.9185,132463.024,257926.9296,1087163.24,0.0,367070.1673,98325.2631,242440.7925
126.56,174.56,131576.0,2.06,22.05,22.05,32423.69,50593.04,1463031.98,0.194933,0.1,409.4307,518374.06,0.0906,206423.0,3527296.4099,206422.6209,573637.0201,58.49,0.0,331100.966,132515.0723,258028.2762,1087590.42,0.0,367214.3992,98363.8977,242536.0541
126.61,174.63,131628.5,2.06,22.05,22.05,32436.43,50593.04,1463606.62,0.194933,0.1,409.5915,518577.22,0.0906,206504.0,3528661.9651,206503.6982,573862.3292,58.51,0.0,331231.0135,132567.1207,258129.6227,1088017.6,0.0,367358.6311,98402.5324,242631.3157
126.66,174.69,131676.0,2.06,22.06,22.06,32449.17,50593.04,1464181.26,0.194933,0.1,409.7523,518781.33,0.0906,206585.0,3530027.5202,206584.7754,574087.6383,58.54,0.0,331361.061,132619.169,258230.9692,1088444.77,0.0,367502.863,98441.1671,242726.5773
126.71,174.76,131728.5,2.06,22.07,22.07,32461.9,50593.04,1464755.89,0.194933,0.1,409.9131,518984.49,0.0906,206666.0,3531393.0753,206665.8526,574312.9475,58.56,0.0,331491.1085,132671.2174,258332.3158,1088871.95,0.0,367647.0949,98479.8018,242821.8389
102.15,140.89,106197.5,1.66,17.79,17.79,26170.74,50593.04,1180884.02,0.194933,0.08,330.4713,418404.93,0.0906,166614.0,2856808.8394,166613.7023,463010.2421,47.21,0.0,267247.6375,106959.3377,208267.1279,877846.94,0.0,296396.5398,79394.2694,195762.6045
126.76,174.83,131781.0,2.06,22.08,22.08,32474.64,50593.04,1465330.53,0.194933,0.1,410.0739,519188.59,0.0906,206747.0,3532758.6305,206746.9298,574538.2566,58.58,0.0,331621.1561,132723.2657,258433.6623,1089299.12,0.0,367791.3267,98518.4365,242917.1005
126.8,174.9,131830.0,2.06,22.09,22.09,32487.37,50593.04,1465905.17,0.194933,0.1,410.2347,519391.76,0.0906,206828.0,3534124.1856,206828.0071,574763.5657,58.61,0.0,331751.2036,132775.314,258535.0088,1089726.3,0.0,367935.5586,98557.0711,243012.3621
126.85,174.97,131882.5,2.07,22.1,22.1,32500.11,50593.04,1466479.81,0.194933,0.1,410.3955,519595.86,0.0906,206909.0,3535489.7407,206909.0843,574988.8748,58.63,0.0,331881.2511,132827.3624,258636.3554,1090153.48,0.0,368079.7905,98595.7058,243107.6237
126.9,175.04,131935.0,2.07,22.11,22.11,32512.84,50593.04,1467054.45,0.194933,0.1,410.5563,519799.03,0.0906,206990.0,3536855.2959,206990.1615,575214.1839,58.65,0.0,332011.2986,132879.4107,258737.7019,1090580.65,0.0,368224.0224,98634.3405,243202.8854
126.95,175.11,131987.5,2.07,22.11,22.11,32525.58,50593.04,1467629.09,0.194933,0.1,410.7172,520003.13,0.0906,207071.0,3538220.851,207071.2387,575439.4931,58.67,0.0,332141.3461,132931.4591,258839.0484,1091007.83,0.0,368368.2543,98672.9752,243298.147
127.0,175.17,132035.0,2.07,22.12,22.12,32538.31,50593.04,1468203.73,0.194933,0.1,410.878,520206.3,0.0906,207152.0,3539586.4061,207152.316,575664.8022,58.7,0.0,332271.3936,132983.5074,258940.395,1091435.0,0.0,368512.4862,98711.6099,243393.4086
127.05,175.24,132087.5,2.07,22.13,22.13,32551.05,50593.04,1468778.37,0.194933,0.1,411.0388,520410.4,0.0906,207233.0,3540951.9613,207233.3932,575890.1113,58.72,0.0,332401.4411,133035.5557,259041.7415,1091862.18,0.0,368656.7181,98750.2446,243488.6702
127.1,175.31,132140.0,2.07,22.14,22.14,32563.78,50593.04,1469353.01,0.194933,0.1,411.1996,520613.57,0.0906,207314.0,3542317.5164,207314.4704,576115.4204,58.74,0.0,332531.4886,133087.6041,259143.088,1092289.36,0.0,368800.95,98788.8792,243583.9318
127.15,175.38,132192.5,2.07,22.15,22.15,32576.52,50593.04,1469927.65,0.194933,0.1,411.3604,520817.67,0.0906,207396.0,3543683.0715,207395.5477,576340.7295,58.77,0.0,332661.5362,133139.6524,259244.4346,1092716.53,0.0,368945.1819,98827.5139,243679.1934
127.2,175.45,132245.0,2.07,22.16,22.16,32589.25,50593.04,1470502.29,0.194933,0.1,411.5212,521020.84,0.0906,207477.0,3545048.6267,207476.6249,576566.0387,58.79,0.0,332791.5837,133191.7008,259345.7811,1093143.71,0.0,369089.4138,98866.1486,243774.455
102.2,140.96,106250.0,1.66,17.8,17.8,26183.47,50593.04,1181458.66,0.194933,0.08,330.6321,418608.09,0.0906,166695.0,2858174.3945,166694.7795,463235.5512,47.23,0.0,267377.685,107011.386,208368.4744,878274.12,0.0,296540.7717,79432.9041,195857.8661
127.25,175.52,132297.5,2.07,22.17,22.17,32601.99,50593.04,1471076.93,0.194933,0.1,411.682,521224.0,0.0906,207558.0,3546414.1818,207557.7021,576791.3478,58.81,0.0,332921.6312,133243.7491,259447.1276,1093570.88,0.0,369233.6457,98904.7833,243869.7166
127.3,175.59,132350.0,2.07,22.18,22.18,32614.72,50593.04,1471651.57,0.194933,0.1,411.8429,521428.11,0.0906,207639.0,3547779.7369,207638.7793,577016.6569,58.83,0.0,333051.6787,133295.7974,259548.4742,1093998.06,0.0,369377.8776,98943.418,243964.9782
127.35,175.65,132397.5,2.07,22.18,22.18,32627.46,50593.04,1472226.21,0.194933,0.1,412.0037,521631.27,0.0906,207720.0,3549145.2921,207719.8566,577241.966,58.86,0.0,333181.7262,133347.8458,259649.8207,1094425.24,0.0,369522.1095,98982.0526,244060.2398
127.4,175.72,132450.0,2.07,22.19,22.19,32640.19,50593.04,1472800.85,0.194933,0.1,412.1645,521835.38,0.0906,207801.0,3550510.8472,207800.9338,577467.2751,58.88,0.0,333311.7737,133399.8941,259751.1672,1094852.41,0.0,369666.3414,99020.6873,244155.5014
127.45,175.79,132502.5,2.08,22.2,22.2,32652.93,50593.04,1473375.49,0.194933,0.1,412.3253,522038.54,0.0906,207882.0,3551876.4023,207882.011,577692.5843,58.9,0.0,333441.8212,133451.9425,259852.5138,1095279.59,0.0,369810.5732,99059.322,244250.763
127.5,175.86,132555.0,2.08,22.21,22.21,32665.66,50593.04,1473950.13,0.194933,0.1,412.4861,522242.64,0.0906,207963.0,3553241.9575,207963.0882,577917.8934,58.93,0.0,333571.8687,133503.9908,259953.8603,1095706.77,0.0,369954.8051,99097.9567,244346.0246
127.55,175.93,132607.5,2.08,22.22,22.22,32678.4,50593.04,1474524.77,0.194933,0.1,412.6469,522445.81,0.0906,208044.0,3554607.5126,208044.1655,578143.2025,58.95,0.0,333701.9163,133556.0391,260055.2068,1096133.94,0.0,370099.037,99136.5914,244441.2863
127.6,176.0,132660.0,2.08,22.23,22.23,32691.13,50593.04,1475099.4,0.194933,0.1,412.8077,522649.91,0.0906,208125.0,3555973.0677,208125.2427,578368.5116,58.97,0.0,333831.9638,133608.0875,260156.5534,1096561.12,0.0,370243.2689,99175.226,244536.5479
127.65,176.06,132707.5,2.08,22.24,22.24,32703.87,50593.04,1475674.04,0.194933,0.1,412.9685,522853.08,0.0906,208206.0,3557338.6229,208206.3199,578593.8207,59.0,0.0,333962.0113,133660.1358,260257.8999,1096988.29,0.0,370387.5008,99213.8607,244631.8095
127.7,176.13,132760.0,2.08,22.24,22.24,32716.6,50593.04,1476248.68,0.194933,0.1,413.1294,523057.18,0.0906,208287.0,3558704.178,208287.3972,578819.1299,59.02,0.0,334092.0588,133712.1842,260359.2464,1097415.47,0.0,370531.7327,99252.4954,244727.0711
102.25,141.03,106302.5,1.66,17.81,17.81,26196.21,50593.04,1182033.3,0.194933,0.08,330.793,418812.2,0.0906,166776.0,2859539.9497,166775.8567,463460.8603,47.26,0.0,267507.7326,107063.4343,208469.8209,878701.29,0.0,296685.0036,79471.5388,195953.1278
127.75,176.2,132812.5,2.08,22.25,22.25,32729.34,50593.04,1476823.32,0.194933,0.1,413.2902,523260.35,0.0906,208368.0,3560069.7331,208368.4744,579044.439,59.04,0.0,334222.1063,133764.2325,260460.593,1097842.65,0.0,370675.9646,99291.1301,244822.3327
127.8,176.27,132865.0,2.08,22.26,22.26,32742.07,50593.04,1477397.96,0.194933,0.1,413.451,523464.45,0.0906,208450.0,3561435.2883,208449.5516,579269.7481,59.06,0.0,334352.1538,133816.2808,260561.9395,1098269.82,0.0,370820.1965,99329.7648,244917.5943
127.85,176.34,132917.5,2.08,22.27,22.27,32754.81,50593.04,1477972.6,0.194933,0.1,413.6118,523667.62,0.0906,208531.0,3562800.8434,208530.6288,579495.0572,59.09,0.0,334482.2013,133868.3292,260663.286,1098697.0,0.0,370964.4284,99368.3994,245012.8559
127.9,176.41,132970.0,2.08,22.28,22.28,32767.54,50593.04,1478547.24,0.194933,0.1,413.7726,523871.72,0.0906,208612.0,3564166.3985,208611.7061,579720.3663,59.11,0.0,334612.2488,133920.3775,260764.6326,1099124.17,0.0,371108.6603,99407.0341,245108.1175
127.95,176.48,133022.5,2.08,22.29,22.29,32780.28,50593.04,1479121.88,0.194933,0.1,413.9334,524074.89,0.0906,208693.0,3565531.9537,208692.7833,579945.6755,59.13,0.0,334742.2963,133972.4259,260865.9791,1099551.35,0.0,371252.8922,99445.6688,245203.3791
128.0,176.54,133070.0,2.08,22.3,22.3,32793.01,50593.04,1479696.52,0.194933,0.1,414.0942,524278.05,0.0906,208774.0,3566897.5088,208773.8605,580170.9846,59.16,0.0,334872.3439,134024.4742,260967.3257,1099978.53,0.0,371397.1241,99484.3035,245298.6407
128.05,176.61,133122.5,2.08,22.31,22.31,32805.75,50593.04,1480271.16,0.194933,0.1,414.2551,524482.16,0.0906,208855.0,3568263.0639,208854.9377,580396.2937,59.18,0.0,335002.3914,134076.5225,261068.6722,1100405.7,0.0,371541.356,99522.9382,245393.9023
128.1,176.68,133175.0,2.09,22.31,22.31,32818.48,50593.04,1480845.8,0.194933,0.1,414.4159,524685.32,0.0906,208936.0,3569628.6191,208936.015,580621.6028,59.2,0.0,335132.4389,134128.5709,261170.0187,1100832.88,0.0,371685.5879,99561.5729,245489.1639
128.15,176.75,133227.5,2.09,22.32,22.32,32831.22,50593.04,1481420.44,0.194933,0.1,414.5767,524889.43,0.0906,209017.0,3570994.1742,209017.0922,580846.9119,59.23,0.0,335262.4864,134180.6192,261271.3653,1101260.06,0.0,371829.8197,99600.2075,245584.4256
128.2,176.82,133280.0,2.09,22.33,22.33,32843.95,50593.04,1481995.08,0.194933,0.1,414.7375,525092.59,0.0906,209098.0,3572359.7294,209098.1694,581072.2211,59.25,0.0,335392.5339,134232.6675,261372.7118,1101687.23,0.0,371974.0516,99638.8422,245679.6872
102.3,141.1,106355.0,1.67,17.82,17.82,26208.94,50593.04,1182607.94,0.194933,0.08,330.9538,419015.36,0.0906,166857.0,2860905.5048,166856.934,463686.1694,47.28,0.0,267637.7801,107115.4827,208571.1675,879128.47,0.0,296829.2355,79510.1734,196048.3894
128.25,176.89,133332.5,2.09,22.34,22.34,32856.69,50593.04,1482569.72,0.194933,0.1,414.8983,525296.7,0.0906,209179.0,3573725.2845,209179.2467,581297.5302,59.27,0.0,335522.5814,134284.7159,261474.0583,1102114.41,0.0,372118.2835,99677.4769,245774.9488
128.3,176.96,133385.0,2.09,22.35,22.35,32869.43,50593.04,1483144.36,0.194933,0.1,415.0591,525499.86,0.0906,209260.0,3575090.8396,209260.3239,581522.8393,59.29,0.0,335652.6289,134336.7642,261575.4049,1102541.58,0.0,372262.5154,99716.1116,245870.2104
128.35,177.02,133432.5,2.09,22.36,22.36,32882.16,50593.04,1483719.0,0.194933,0.1,415.2199,525703.96,0.0906,209341.0,3576456.3948,209341.4011,581748.1484,59.32,0.0,335782.6764,134388.8126,261676.7514,1102968.76,0.0,372406.7473,99754.7463,245965.472
128.4,177.09,133485.0,2.09,22.37,22.37,32894.9,50593.04,1484293.64,0.194933,0.1,415.3807,525907.13,0.0906,209422.0,3577821.9499,209422.4783,581973.4576,59.34,0.0,335912.724,134440.8609,261778.0979,1103395.94,0.0,372550.9792,99793.3809,246060.7336
128.45,177.16,133537.5,2.09,22.37,22.37,32907.63,50593.04,1484868.27,0.194933,0.1,415.5416,526111.23,0.0906,209504.0,3579187.505,209503.5556,582198.7667,59.36,0.0,336042.7715,134492.9092,261879.4445,1103823.11,0.0,372695.2111,99832.0156,246155.9952
128.49,177.23,133586.5,2.09,22.38,22.38,32920.37,50593.04,1485442.91,0.194933,0.1,415.7024,526314.4,0.0906,209585.0,3580553.0602,209584.6328,582424.0758,59.39,0.0,336172.819,134544.9576,261980.791,1104250.29,0.0,372839.443,99870.6503,246251.2568
128.54,177.3,133639.0,2.09,22.39,22.39,32933.1,50593.04,1486017.55,0.194933,0.1,415.8632,526518.5,0.0906,209666.0,3581918.6153,209665.71,582649.3849,59.41,0.0,336302.8665,134597.0059,262082.1375,1104677.46,0.0,372983.6749,99909.285,246346.5184
128.59,177.37,133691.5,2.09,22.4,22.4,32945.84,50593.04,1486592.19,0.194933,0.1,416.024,526721.67,0.0906,209747.0,3583284.1704,209746.7873,582874.694,59.43,0.0,336432.914,134649.0543,262183.4841,1105104.64,0.0,373127.9068,99947.9197,246441.78
128.64,177.44,133744.0,2.09,22.41,22.41,32958.57,50593.04,1487166.83,0.194933,0.1,416.1848,526925.77,0.0906,209828.0,3584649.7256,209827.8645,583100.0032,59.46,0.0,336562.9615,134701.1026,262284.8306,1105531.82,0.0,373272.1387,99986.5543,246537.0416
128.69,177.5,133791.5,2.1,22.42,22.42,32971.31,50593.04,1487741.47,0.194933,0.1,416.3456,527128.94,0.0906,209909.0,3586015.2807,209908.9417,583325.3123,59.48,0.0,336693.009,134753.1509,262386.1771,1105958.99,0.0,373416.3706,100025.189,246632.3032
102.35,141.17,106407.5,1.67,17.83,17.83,26221.68,50593.04,1183182.58,0.194933,0.08,331.1146,419219.46,0.0906,166938.0,2862271.0599,166938.0112,463911.4786,47.3,0.0,267767.8276,107167.531,208672.514,879555.65,0.0,296973.4674,79548.8081,196143.651
128.74,177.57,133844.0,2.1,22.43,22.43,32984.04,50593.04,1488316.11,0.194933,0.1,416.5064,527332.11,0.0906,209990.0,3587380.8358,209990.0189,583550.6214,59.5,0.0,336823.0565,134805.1993,262487.5237,1106386.17,0.0,373560.6025,100063.8237,246727.5648
128.79,177.64,133896.5,2.1,22.43,22.43,32996.78,50593.04,1488890.75,0.194933,0.1,416.6673,527536.21,0.0906,210071.0,3588746.391,210071.0962,583775.9305,59.52,0.0,336953.1041,134857.2476,262588.8702,1106813.34,0.0,373704.8344,100102.4584,246822.8265
128.84,177.71,133949.0,2.1,22.44,22.44,33009.51,50593.04,1489465.39,0.194933,0.1,416.8281,527739.37,0.0906,210152.0,3590111.9461,210152.1734,584001.2396,59.55,0.0,337083.1516,134909.296,262690.2167,1107240.52,0.0,373849.0662,100141.0931,246918.0881
128.89,177.78,134001.5,2.1,22.45,22.45,33022.25,50593.04,1490040.03,0.194933,0.1,416.9889,527943.48,0.0906,210233.0,3591477.5012,210233.2506,584226.5488,59.57,0.0,337213.1991,134961.3443,262791.5633,1107667.7,0.0,373993.2981,100179.7277,247013.3497
128.94,177.85,134054.0,2.1,22.46,22.46,33034.98,50593.04,1490614.67,0.194933,0.1,417.1497,528146.64,0.0906,210314.0,3592843.0564,210314.3278,584451.8579,59.59,0.0,337343.2466,135013.3926,262892.9098,1108094.87,0.0,374137.53,100218.3624,247108.6113
128.99,177.92,134106.5,2.1,22.47,22.47,33047.72,50593.04,1491189.31,0.194933,0.1,417.3105,528350.75,0.0906,210395.0,3594208.6115,210395.4051,584677.167,59.62,0.0,337473.2941,135065.441,262994.2563,1108522.05,0.0,374281.7619,100256.9971,247203.8729
129.04,177.98,134154.0,2.1,22.48,22.48,33060.45,50593.04,1491763.95,0.194933,0.1,417.4713,528553.91,0.0906,210476.0,3595574.1666,210476.4823,584902.4761,59.64,0.0,337603.3416,135117.4893,263095.6029,1108949.23,0.0,374425.9938,100295.6318,247299.1345
129.09,178.05,134206.5,2.1,22.49,22.49,33073.19,50593.04,1492338.59,0.194933,0.1,417.6321,528758.02,0.0906,210558.0,3596939.7218,210557.5595,585127.7852,59.66,0.0,337733.3891,135169.5377,263196.9494,1109376.4,0.0,374570.2257,100334.2665,247394.3961
129.14,178.12,134259.0,2.1,22.5,22.5,33085.92,50593.04,1492913.23,0.194933,0.1,417.7929,528961.18,0.0906,210639.0,3598305.2769,210638.6368,585353.0944,59.68,0.0,337863.4366,135221.586,263298.2959,1109803.58,0.0,374714.4576,100372.9012,247489.6577
129.19,178.19,134311.5,2.1,22.5,22.5,33098.66,50593.04,1493487.87,0.194933,0.1,417.9538,529165.28,0.0906,210720.0,3599670.832,210719.714,585578.4035,59.71,0.0,337993.4842,135273.6343,263399.6425,1110230.75,0.0,374858.6895,100411.5358,247584.9193
99.71,137.53,103663.5,1.62,17.37,17.37,25546.71,50593.04,1152726.69,0.194933,0.08,322.5915,408428.24,0.0906,162641.0,2789896.6379,162640.9181,451970.0952,46.08,0.0,260875.3094,104408.969,203301.1477,856915.31,0.0,289329.177,77501.17,191094.7857
102.4,141.24,106460.0,1.67,17.84,17.84,26234.41,50593.04,1183757.22,0.194933,0.08,331.2754,419422.63,0.0906,167019.0,2863636.6151,167019.0884,464136.7877,47.33,0.0,267897.8751,107219.5794,208773.8605,879982.82,0.0,297117.6993,79587.4428,196238.9126
129.24,178.26,134364.0,2.1,22.51,22.51,33111.39,50593.04,1494062.51,0.194933,0.1,418.1146,529368.45,0.0906,210801.0,3601036.3872,210800.7912,585803.7126,59.73,0.0,338123.5317,135325.6827,263500.989,1110657.93,0.0,375002.9214,100450.1705,247680.1809
129.29,178.33,134416.5,2.1,22.52,22.52,33124.13,50593.04,1494637.15,0.194933,0.1,418.2754,529572.55,0.0906,210882.0,3602401.9423,210881.8684,586029.0217,59.75,0.0,338253.5792,135377.731,263602.3355,1111085.11,0.0,375147.1533,100488.8052,247775.4425
129.34,178.4,134469.0,2.11,22.53,22.53,33136.86,50593.04,1495211.78,0.194933,0.1,418.4362,529775.72,0.0906,210963.0,3603767.4974,210962.9457,586254.3308,59.78,0.0,338383.6267,135429.7794,263703.6821,1111512.28,0.0,375291.3852,100527.4399,247870.7041
129.39,178.46,134516.5,2.11,22.54,22.54,33149.6,50593.04,1495786.42,0.194933,0.1,418.597,529979.82,0.0906,211044.0,3605133.0526,211044.0229,586479.64,59.8,0.0,338513.6742,135481.8277,263805.0286,1111939.46,0.0,375435.6171,100566.0746,247965.9658
129.44,178.53,134569.0,2.11,22.55,22.55,33162.33,50593.04,1496361.06,0.194933,0.1,418.7578,530182.99,0.0906,211125.0,3606498.6077,211125.1001,586704.9491,59.82,0.0,338643.7217,135533.876,263906.3751,1112366.63,0.0,375579.849,100604.7092,248061.2274
129.49,178.6,134621.5,2.11,22.56,22.56,33175.07,50593.04,1496935.7,0.194933,0.1,418.9186,530386.16,0.0906,211206.0,3607864.1628,211206.1773,586930.2582,59.85,0.0,338773.7692,135585.9244,264007.7217,1112793.81,0.0,375724.0809,100643.3439,248156.489
129.54,178.67,134674.0,2.11,22.56,22.56,33187.8,50593.04,1497510.34,0.194933,0.1,419.0795,530590.26,0.0906,211287.0,3609229.718,211287.2546,587155.5673,59.87,0.0,338903.8167,135637.9727,264109.0682,1113220.99,0.0,375868.3127,100681.9786,248251.7506
129.59,178.74,134726.5,2.11,22.57,22.57,33200.54,50593.04,1498084.98,0.194933,0.1,419.2403,530793.42,0.0906,211368.0,3610595.2731,211368.3318,587380.8764,59.89,0.0,339033.8643,135690.0211,264210.4147,1113648.16,0.0,376012.5446,100720.6133,248347.0122
129.64,178.81,134779.0,2.11,22.58,22.58,33213.27,50593.04,1498659.62,0.194933,0.1,419.4011,530997.53,0.0906,211449.0,3611960.8282,211449.409,587606.1856,59.91,0.0,339163.9118,135742.0694,264311.7613,1114075.34,0.0,376156.7765,100759.248,248442.2738
129.69,178.88,134831.5,2.11,22.59,22.59,33226.01,50593.04,1499234.26,0.194933,0.1,419.5619,531200.69,0.0906,211530.0,3613326.3834,211530.4863,587831.4947,59.94,0.0,339293.9593,135794.1177,264413.1078,1114502.52,0.0,376301.0084,100797.8826,248537.5354
102.45,141.3,106507.5,1.67,17.85,17.85,26247.15,50593.04,1184331.86,0.194933,0.08,331.4362,419626.73,0.0906,167100.0,2865002.1702,167100.1656,464362.0968,47.35,0.0,268027.9226,107271.6277,208875.2071,880410.0,0.0,297261.9311,79626.0775,196334.1742
129.74,178.94,134879.0,2.11,22.6,22.6,33238.74,50593.04,1499808.9,0.194933,0.1,419.7227,531404.8,0.0906,211612.0,3614691.9385,211611.5635,588056.8038,59.96,0.0,339424.0068,135846.1661,264514.4544,1114929.69,0.0,376445.2403,100836.5173,248632.797
129.79,179.01,134931.5,2.11,22.61,22.61,33251.48,50593.04,1500383.54,0.194933,0.1,419.8835,531607.96,0.0906,211693.0,3616057.4936,211692.6407,588282.1129,59.98,0.0,339554.0543,135898.2144,264615.8009,1115356.87,0.0,376589.4722,100875.152,248728.0586
129.84,179.08,134984.0,2.11,22.62,22.62,33264.21,50593.04,1500958.18,0.194933,0.1,420.0443,531812.07,0.0906,211774.0,3617423.0488,211773.7179,588507.422,60.01,0.0,339684.1018,135950.2628,264717.1474,1115784.04,0.0,376733.7041,100913.7867,248823.3202
129.89,179.15,135036.5,2.11,22.63,22.63,33276.95,50593.04,1501532.82,0.194933,0.1,420.2051,532015.23,0.0906,211855.0,3618788.6039,211854.7952,588732.7312,60.03,0.0,339814.1493,136002.3111,264818.494,1116211.22,0.0,376877.936,100952.4214,248918.5818
129.94,179.22,135089.0,2.12,22.63,22.63,33289.69,50593.04,1502107.46,0.194933,0.1,420.366,532219.33,0.0906,211936.0,3620154.159,211935.8724,588958.0403,60.05,0.0,339944.1968,136054.3594,264919.8405,1116638.4,0.0,377022.1679,100991.056,249013.8434
129.99,179.29,135141.5,2.12,22.64,22.64,33302.42,50593.04,1502682.1,0.194933,0.1,420.5268,532422.5,0.0906,212017.0,3621519.7142,212016.9496,589183.3494,60.08,0.0,340074.2443,136106.4078,265021.187,1117065.57,0.0,377166.3998,101029.6907,249109.105
130.04,179.36,135194.0,2.12,22.65,22.65,33315.16,50593.04,1503256.74,0.194933,0.1,420.6876,532626.6,0.0906,212098.0,3622885.2693,212098.0268,589408.6585,60.1,0.0,340204.2919,136158.4561,265122.5336,1117492.75,0.0,377310.6317,101068.3254,249204.3667
130.09,179.42,135241.5,2.12,22.66,22.66,33327.89,50593.04,1503831.38,0.194933,0.1,420.8484,532829.77,0.0906,212179.0,3624250.8244,212179.1041,589633.9676,60.12,0.0,340334.3394,136210.5044,265223.8801,1117919.92,0.0,377454.8636,101106.9601,249299.6283
130.14,179.49,135294.0,2.12,22.67,22.67,33340.63,50593.04,1504406.02,0.194933,0.1,421.0092,533033.87,0.0906,212260.0,3625616.3796,212260.1813,589859.2768,60.14,0.0,340464.3869,136262.5528,265325.2266,1118347.1,0.0,377599.0955,101145.5948,249394.8899
130.18,179.56,135343.0,2.12,22.68,22.68,33353.36,50593.04,1504980.65,0.194933,0.1,421.17,533237.04,0.0906,212341.0,3626981.9347,212341.2585,590084.5859,60.17,0.0,340594.4344,136314.6011,265426.5732,1118774.28,0.0,377743.3274,101184.2295,249490.1515
102.5,141.37,106560.0,1.67,17.85,17.85,26259.88,50593.04,1184906.49,0.194933,0.08,331.597,419829.9,0.0906,167181.0,2866367.7253,167181.2429,464587.4059,47.37,0.0,268157.9701,107323.676,208976.5536,880837.17,0.0,297406.163,79664.7122,196429.4358
130.23,179.63,135395.5,2.12,22.69,22.69,33366.1,50593.04,1505555.29,0.194933,0.1,421.3308,533440.21,0.0906,212422.0,3628347.4898,212422.3358,590309.895,60.19,0.0,340724.4819,136366.6495,265527.9197,1119201.45,0.0,377887.5592,101222.8641,249585.4131
130.28,179.7,135448.0,2.12,22.69,22.69,33378.83,50593.04,1506129.93,0.194933,0.1,421.4917,533644.31,0.0906,212503.0,3629713.045,212503.413,590535.2041,60.21,0.0,340854.5294,136418.6978,265629.2662,1119628.63,0.0,378031.7911,101261.4988,249680.6747
130.33,179.77,135500.5,2.12,22.7,22.7,33391.57,50593.04,1506704.57,0.194933,0.1,421.6525,533847.48,0.0906,212584.0,3631078.6001,212584.4902,590760.5132,60.24,0.0,340984.5769,136470.7461,265730.6128,1120055.8,0.0,378176.023,101300.1335,249775.9363
